curve,x,y
pr,1.0,0.22249
pr,1.0,0.222565
pr,1.0,0.222644
pr,1.0,0.222716
pr,1.0,0.222788
pr,1.0,0.222856
pr,1.0,0.222928
pr,1.0,0.223
pr,1.0,0.223068
pr,1.0,0.223136
pr,1.0,0.223216
pr,1.0,0.223288
pr,1.0,0.223356
pr,1.0,0.223425
pr,1.0,0.223493
pr,1.0,0.223565
pr,1.0,0.223634
pr,1.0,0.223706
pr,1.0,0.223786
pr,1.0,0.223859
pr,1.0,0.223927
pr,1.0,0.224004
pr,1.0,0.224088
pr,1.0,0.224161
pr,1.0,0.224229
pr,1.0,0.224298
pr,1.0,0.224371
pr,1.0,0.224448
pr,1.0,0.224536
pr,1.0,0.224605
pr,1.0,0.224675
pr,1.0,0.224751
pr,1.0,0.224825
pr,1.0,0.224898
pr,1.0,0.224967
pr,1.0,0.225048
pr,1.0,0.225121
pr,1.0,0.225202
pr,1.0,0.225272
pr,1.0,0.225341
pr,1.0,0.225411
pr,1.0,0.225485
pr,1.0,0.225566
pr,1.0,0.225643
pr,1.0,0.225717
pr,1.0,0.225795
pr,1.0,0.225865
pr,1.0,0.225942
pr,1.0,0.22602
pr,1.0,0.226094
pr,1.0,0.226168
pr,1.0,0.226246
pr,1.0,0.226316
pr,1.0,0.226386
pr,1.0,0.226457
pr,1.0,0.226535
pr,1.0,0.226613
pr,1.0,0.226691
pr,1.0,0.226774
pr,1.0,0.226848
pr,1.0,0.226922
pr,1.0,0.227005
pr,1.0,0.227087
pr,1.0,0.227158
pr,1.0,0.227233
pr,1.0,0.227311
pr,1.0,0.227386
pr,1.0,0.227469
pr,1.0,0.22754
pr,1.0,0.227615
pr,1.0,0.22769
pr,1.0,0.227769
pr,1.0,0.227848
pr,1.0,0.227927
pr,1.0,0.228018
pr,1.0,0.228089
pr,1.0,0.228164
pr,1.0,0.228256
pr,1.0,0.228355
pr,1.0,0.22843
pr,1.0,0.22851
pr,1.0,0.228585
pr,1.0,0.228669
pr,1.0,0.228757
pr,1.0,0.228828
pr,1.0,0.228904
pr,1.0,0.228976
pr,1.0,0.229048
pr,1.0,0.22912
pr,1.0,0.229192
pr,1.0,0.229268
pr,1.0,0.229352
pr,1.0,0.229432
pr,1.0,0.229512
pr,1.0,0.229584
pr,1.0,0.229657
pr,1.0,0.229733
pr,1.0,0.229805
pr,1.0,0.229882
pr,1.0,0.229966
pr,1.0,0.230043
pr,1.0,0.23012
pr,1.0,0.230192
pr,1.0,0.230265
pr,1.0,0.230337
pr,1.0,0.23041
pr,1.0,0.230483
pr,1.0,0.230556
pr,1.0,0.230637
pr,1.0,0.23071
pr,1.0,0.230791
pr,1.0,0.230872
pr,1.0,0.230949
pr,1.0,0.231022
pr,1.0,0.231095
pr,1.0,0.231181
pr,1.0,0.231258
pr,1.0,0.231344
pr,1.0,0.231417
pr,1.0,0.231507
pr,1.0,0.23158
pr,1.0,0.231678
pr,1.0,0.231756
pr,1.0,0.231838
pr,1.0,0.231916
pr,1.0,0.23199
pr,1.0,0.232063
pr,1.0,0.232141
pr,1.0,0.232219
pr,1.0,0.232322
pr,1.0,0.232396
pr,1.0,0.232478
pr,1.0,0.232552
pr,1.0,0.232635
pr,1.0,0.232709
pr,1.0,0.232783
pr,1.0,0.232858
pr,1.0,0.232932
pr,1.0,0.23301
pr,1.0,0.233097
pr,1.0,0.233172
pr,1.0,0.23325
pr,1.0,0.233337
pr,1.0,0.233412
pr,1.0,0.233487
pr,1.0,0.233566
pr,1.0,0.233649
pr,1.0,0.233724
pr,1.0,0.233803
pr,1.0,0.233886
pr,1.0,0.233969
pr,1.0,0.234044
pr,1.0,0.234124
pr,1.0,0.234203
pr,1.0,0.234278
pr,1.0,0.234358
pr,1.0,0.234437
pr,1.0,0.234513
pr,1.0,0.234588
pr,1.0,0.234672
pr,1.0,0.234747
pr,1.0,0.234827
pr,1.0,0.234903
pr,1.0,0.234983
pr,1.0,0.235058
pr,1.0,0.235142
pr,1.0,0.235222
pr,1.0,0.235303
pr,1.0,0.235391
pr,1.0,0.235471
pr,1.0,0.235552
pr,1.0,0.235628
pr,1.0,0.235708
pr,1.0,0.235784
pr,1.0,0.23586
pr,1.0,0.235971
pr,1.0,0.236047
pr,1.0,0.236128
pr,1.0,0.236213
pr,1.0,0.236289
pr,1.0,0.236366
pr,1.0,0.236446
pr,1.0,0.236527
pr,1.0,0.236608
pr,1.0,0.236685
pr,1.0,0.236762
pr,1.0,0.236839
pr,1.0,0.236916
pr,1.0,0.236993
pr,1.0,0.237078
pr,1.0,0.23716
pr,1.0,0.237237
pr,1.0,0.237318
pr,1.0,0.237395
pr,1.0,0.237477
pr,1.0,0.237554
pr,1.0,0.237645
pr,1.0,0.237726
pr,1.0,0.237808
pr,1.0,0.237899
pr,1.0,0.237985
pr,1.0,0.238062
pr,1.0,0.238144
pr,1.0,0.238227
pr,1.0,0.238304
pr,1.0,0.238387
pr,1.0,0.238464
pr,1.0,0.238542
pr,1.0,0.23862
pr,1.0,0.238707
pr,1.0,0.238785
pr,1.0,0.238868
pr,1.0,0.23895
pr,1.0,0.239037
pr,1.0,0.239124
pr,1.0,0.239207
pr,1.0,0.239286
pr,1.0,0.239364
pr,1.0,0.239447
pr,1.0,0.23953
pr,1.0,0.239609
pr,1.0,0.239688
pr,1.0,0.239766
pr,1.0,0.239845
pr,1.0,0.239924
pr,1.0,0.240003
pr,1.0,0.240086
pr,1.0,0.240187
pr,1.0,0.240266
pr,1.0,0.240346
pr,1.0,0.240425
pr,1.0,0.240504
pr,1.0,0.240588
pr,1.0,0.240676
pr,1.0,0.240777
pr,1.0,0.240857
pr,1.0,0.240936
pr,1.0,0.241025
pr,1.0,0.241105
pr,1.0,0.241184
pr,1.0,0.241264
pr,1.0,0.241344
pr,1.0,0.241433
pr,1.0,0.241512
pr,1.0,0.241592
pr,1.0,0.241677
pr,1.0,0.241757
pr,1.0,0.241837
pr,1.0,0.241917
pr,1.0,0.241998
pr,1.0,0.242078
pr,1.0,0.242167
pr,1.0,0.242248
pr,1.0,0.242328
pr,1.0,0.242418
pr,1.0,0.242498
pr,1.0,0.242583
pr,1.0,0.242664
pr,1.0,0.242745
pr,1.0,0.24283
pr,1.0,0.242911
pr,1.0,0.242996
pr,1.0,0.243082
pr,1.0,0.243167
pr,1.0,0.243262
pr,1.0,0.243352
pr,1.0,0.243451
pr,1.0,0.243541
pr,1.0,0.243623
pr,1.0,0.243704
pr,1.0,0.243795
pr,1.0,0.243881
pr,1.0,0.243967
pr,1.0,0.244048
pr,1.0,0.24413
pr,1.0,0.244212
pr,1.0,0.244303
pr,1.0,0.244389
pr,1.0,0.244471
pr,1.0,0.244557
pr,1.0,0.244644
pr,1.0,0.244726
pr,1.0,0.244817
pr,1.0,0.244899
pr,1.0,0.244982
pr,1.0,0.245073
pr,1.0,0.245156
pr,1.0,0.245238
pr,1.0,0.245325
pr,1.0,0.245412
pr,1.0,0.245495
pr,1.0,0.245577
pr,1.0,0.245665
pr,1.0,0.245752
pr,1.0,0.245835
pr,1.0,0.245918
pr,1.0,0.24601
pr,1.0,0.246097
pr,1.0,0.246194
pr,1.0,0.246282
pr,1.0,0.246365
pr,1.0,0.246458
pr,1.0,0.246541
pr,1.0,0.246624
pr,1.0,0.246708
pr,1.0,0.246796
pr,1.0,0.246879
pr,1.0,0.246967
pr,1.0,0.247065
pr,1.0,0.247153
pr,1.0,0.247237
pr,1.0,0.247326
pr,1.0,0.247409
pr,1.0,0.247498
pr,1.0,0.247582
pr,1.0,0.24768
pr,1.0,0.247764
pr,1.0,0.247848
pr,1.0,0.247933
pr,1.0,0.248017
pr,1.0,0.248106
pr,1.0,0.248204
pr,1.0,0.248294
pr,1.0,0.248378
pr,1.0,0.248467
pr,1.0,0.248552
pr,1.0,0.248637
pr,1.0,0.248726
pr,1.0,0.248811
pr,1.0,0.248896
pr,1.0,0.248981
pr,1.0,0.249066
pr,1.0,0.249151
pr,1.0,0.249246
pr,1.0,0.249335
pr,1.0,0.24943
pr,1.0,0.24952
pr,1.0,0.24962
pr,1.0,0.24972
pr,1.0,0.24981
pr,1.0,0.2499
pr,1.0,0.249986
pr,1.0,0.250076
pr,1.0,0.250171
pr,1.0,0.250257
pr,1.0,0.250357
pr,1.0,0.250443
pr,1.0,0.250539
pr,1.0,0.25063
pr,1.0,0.250716
pr,1.0,0.250812
pr,1.0,0.250898
pr,1.0,0.250989
pr,1.0,0.251075
pr,1.0,0.251172
pr,1.0,0.251277
pr,1.0,0.251369
pr,1.0,0.25146
pr,1.0,0.251552
pr,1.0,0.251643
pr,1.0,0.251735
pr,1.0,0.251831
pr,1.0,0.251918
pr,1.0,0.252005
pr,1.0,0.252102
pr,1.0,0.252189
pr,1.0,0.252276
pr,1.0,0.252369
pr,1.0,0.252466
pr,1.0,0.252558
pr,1.0,0.252655
pr,1.0,0.252747
pr,1.0,0.25284
pr,1.0,0.252932
pr,1.0,0.25303
pr,1.0,0.253127
pr,1.0,0.253215
pr,1.0,0.253303
pr,1.0,0.253391
pr,1.0,0.253489
pr,1.0,0.253592
pr,1.0,0.253685
pr,1.0,0.253778
pr,1.0,0.253876
pr,1.0,0.253969
pr,1.0,0.254058
pr,1.0,0.254151
pr,1.0,0.25424
pr,1.0,0.254338
pr,1.0,0.254432
pr,1.0,0.254536
pr,1.0,0.254629
pr,1.0,0.254728
pr,1.0,0.254817
pr,1.0,0.254906
pr,1.0,0.255
pr,1.0,0.255089
pr,1.0,0.255179
pr,1.0,0.255273
pr,1.0,0.255367
pr,1.0,0.255462
pr,1.0,0.255551
pr,1.0,0.255641
pr,1.0,0.255735
pr,1.0,0.255835
pr,1.0,0.25593
pr,1.0,0.256019
pr,1.0,0.256114
pr,1.0,0.256204
pr,1.0,0.256294
pr,1.0,0.256384
pr,1.0,0.256484
pr,1.0,0.25658
pr,1.0,0.25667
pr,1.0,0.25676
pr,1.0,0.256866
pr,1.0,0.256966
pr,1.0,0.257062
pr,1.0,0.257162
pr,1.0,0.257263
pr,1.0,0.257354
pr,1.0,0.257445
pr,1.0,0.257541
pr,1.0,0.257642
pr,1.0,0.257733
pr,1.0,0.257834
pr,1.0,0.25793
pr,1.0,0.258037
pr,1.0,0.258138
pr,1.0,0.25825
pr,1.0,0.258341
pr,1.0,0.258438
pr,1.0,0.258534
pr,1.0,0.258626
pr,1.0,0.258718
pr,1.0,0.258815
pr,1.0,0.258912
pr,1.0,0.259004
pr,1.0,0.259096
pr,1.0,0.259193
pr,1.0,0.259285
pr,1.0,0.259377
pr,1.0,0.25948
pr,1.0,0.259572
pr,1.0,0.259675
pr,1.0,0.259772
pr,1.0,0.259875
pr,1.0,0.259978
pr,1.0,0.260081
pr,1.0,0.260189
pr,1.0,0.260282
pr,1.0,0.260375
pr,1.0,0.260473
pr,1.0,0.260581
pr,1.0,0.260675
pr,1.0,0.260773
pr,1.0,0.260866
pr,1.0,0.260975
pr,1.0,0.261068
pr,1.0,0.261162
pr,1.0,0.261255
pr,1.0,0.261349
pr,1.0,0.261443
pr,1.0,0.261552
pr,1.0,0.261651
pr,1.0,0.26175
pr,1.0,0.261854
pr,1.0,0.261954
pr,1.0,0.262048
pr,1.0,0.262147
pr,1.0,0.262257
pr,1.0,0.262357
pr,1.0,0.262456
pr,1.0,0.262556
pr,1.0,0.262666
pr,1.0,0.262761
pr,1.0,0.262861
pr,1.0,0.262956
pr,1.0,0.263061
pr,1.0,0.263161
pr,1.0,0.263256
pr,1.0,0.263356
pr,1.0,0.263451
pr,1.0,0.263557
pr,1.0,0.263658
pr,1.0,0.263753
pr,1.0,0.263848
pr,1.0,0.263954
pr,1.0,0.26405
pr,1.0,0.264156
pr,1.0,0.264252
pr,1.0,0.264353
pr,1.0,0.264449
pr,1.0,0.264561
pr,1.0,0.264657
pr,1.0,0.264753
pr,1.0,0.264849
pr,1.0,0.26495
pr,1.0,0.265068
pr,1.0,0.26517
pr,1.0,0.265271
pr,1.0,0.265384
pr,1.0,0.265481
pr,1.0,0.265593
pr,1.0,0.26569
pr,1.0,0.265792
pr,1.0,0.265895
pr,1.0,0.266013
pr,1.0,0.266115
pr,1.0,0.266213
pr,1.0,0.26631
pr,1.0,0.266407
pr,1.0,0.266504
pr,1.0,0.266602
pr,1.0,0.266705
pr,1.0,0.266802
pr,1.0,0.266905
pr,1.0,0.267008
pr,1.0,0.267117
pr,1.0,0.267215
pr,1.0,0.267318
pr,1.0,0.267416
pr,1.0,0.267514
pr,1.0,0.267612
pr,1.0,0.26771
pr,1.0,0.267809
pr,1.0,0.267907
pr,1.0,0.268016
pr,1.0,0.268115
pr,1.0,0.268213
pr,1.0,0.268318
pr,1.0,0.268422
pr,1.0,0.268521
pr,1.0,0.268625
pr,1.0,0.268724
pr,1.0,0.268823
pr,1.0,0.268933
pr,1.0,0.269038
pr,1.0,0.269148
pr,1.0,0.269253
pr,1.0,0.269352
pr,1.0,0.269457
pr,1.0,0.269557
pr,1.0,0.269679
pr,1.0,0.269778
pr,1.0,0.269889
pr,1.0,0.269989
pr,1.0,0.270089
pr,1.0,0.2702
pr,1.0,0.2703
pr,1.0,0.2704
pr,1.0,0.270501
pr,1.0,0.270601
pr,1.0,0.270707
pr,1.0,0.270808
pr,1.0,0.270908
pr,1.0,0.27102
pr,1.0,0.271126
pr,1.0,0.271227
pr,1.0,0.271334
pr,1.0,0.27144
pr,1.0,0.271541
pr,1.0,0.271653
pr,1.0,0.271755
pr,1.0,0.271867
pr,1.0,0.271974
pr,1.0,0.272081
pr,1.0,0.272183
pr,1.0,0.272301
pr,1.0,0.272403
pr,1.0,0.272522
pr,1.0,0.272635
pr,1.0,0.272737
pr,1.0,0.272867
pr,1.0,0.272975
pr,1.0,0.273083
pr,1.0,0.273191
pr,1.0,0.273299
pr,1.0,0.273441
pr,1.0,0.273543
pr,1.0,0.273663
pr,1.0,0.273772
pr,1.0,0.27388
pr,1.0,0.273983
pr,1.0,0.274103
pr,1.0,0.274217
pr,1.0,0.274326
pr,1.0,0.274429
pr,1.0,0.274538
pr,1.0,0.274642
pr,1.0,0.274751
pr,1.0,0.274855
pr,1.0,0.274975
pr,1.0,0.275096
pr,1.0,0.2752
pr,1.0,0.275316
pr,1.0,0.275431
pr,1.0,0.275535
pr,1.0,0.275656
pr,1.0,0.275766
pr,1.0,0.275877
pr,1.0,0.275981
pr,1.0,0.276109
pr,1.0,0.276225
pr,1.0,0.276329
pr,1.0,0.276446
pr,1.0,0.27658
pr,1.0,0.27669
pr,1.0,0.276801
pr,1.0,0.276906
pr,1.0,0.277023
pr,1.0,0.27714
pr,1.0,0.277251
pr,1.0,0.277357
pr,1.0,0.277468
pr,1.0,0.277579
pr,1.0,0.277685
pr,1.0,0.277791
pr,1.0,0.277897
pr,1.0,0.278002
pr,1.0,0.278108
pr,1.0,0.278226
pr,1.0,0.27835
pr,1.0,0.278462
pr,1.0,0.27858
pr,1.0,0.278699
pr,1.0,0.278817
pr,1.0,0.278935
pr,1.0,0.279072
pr,1.0,0.279179
pr,1.0,0.279297
pr,1.0,0.279416
pr,1.0,0.279523
pr,1.0,0.279636
pr,1.0,0.279755
pr,1.0,0.279869
pr,1.0,0.279988
pr,1.0,0.280102
pr,1.0,0.280215
pr,1.0,0.280335
pr,1.0,0.280454
pr,1.0,0.280568
pr,1.0,0.280706
pr,1.0,0.280826
pr,1.0,0.28094
pr,1.0,0.281055
pr,1.0,0.281175
pr,1.0,0.281308
pr,1.0,0.28144
pr,1.0,0.281549
pr,1.0,0.281676
pr,1.0,0.281784
pr,1.0,0.281899
pr,1.0,0.282014
pr,1.0,0.28213
pr,1.0,0.282257
pr,1.0,0.282372
pr,1.0,0.282488
pr,1.0,0.282597
pr,1.0,0.282707
pr,1.0,0.282816
pr,1.0,0.282938
pr,1.0,0.283054
pr,1.0,0.283176
pr,1.0,0.283286
pr,1.0,0.283414
pr,1.0,0.283524
pr,1.0,0.283635
pr,1.0,0.283751
pr,1.0,0.283861
pr,1.0,0.28399
pr,1.0,0.284132
pr,1.0,0.284242
pr,1.0,0.284378
pr,1.0,0.284495
pr,1.0,0.284624
pr,1.0,0.284735
pr,1.0,0.284853
pr,1.0,0.284989
pr,1.0,0.285119
pr,1.0,0.285236
pr,1.0,0.285385
pr,1.0,0.285509
pr,1.0,0.285633
pr,1.0,0.285758
pr,1.0,0.285882
pr,1.0,0.286001
pr,1.0,0.286125
pr,1.0,0.28625
pr,1.0,0.286381
pr,1.0,0.2865
pr,1.0,0.286631
pr,1.0,0.286744
pr,1.0,0.286875
pr,1.0,0.287001
pr,1.0,0.287114
pr,1.0,0.287233
pr,1.0,0.287352
pr,1.0,0.287472
pr,1.0,0.287604
pr,1.0,0.28773
pr,1.0,0.287869
pr,1.0,0.287982
pr,1.0,0.288128
pr,1.0,0.288254
pr,1.0,0.288375
pr,1.0,0.288489
pr,1.0,0.288609
pr,1.0,0.28873
pr,1.0,0.288844
pr,1.0,0.28899
pr,1.0,0.289111
pr,1.0,0.289226
pr,1.0,0.289353
pr,1.0,0.289481
pr,1.0,0.289602
pr,1.0,0.289743
pr,1.0,0.289858
pr,1.0,0.289979
pr,1.0,0.290095
pr,1.0,0.29021
pr,1.0,0.290338
pr,1.0,0.290499
pr,1.0,0.290634
pr,1.0,0.290769
pr,1.0,0.290917
pr,1.0,0.291059
pr,1.0,0.291195
pr,1.0,0.291317
pr,1.0,0.291453
pr,1.0,0.291621
pr,1.0,0.291751
pr,1.0,0.291874
pr,1.0,0.292043
pr,1.0,0.292166
pr,1.0,0.292283
pr,1.0,0.292427
pr,1.0,0.292576
pr,1.0,0.292707
pr,1.0,0.292864
pr,1.0,0.293001
pr,1.0,0.293138
pr,1.0,0.293256
pr,1.0,0.29338
pr,1.0,0.293505
pr,1.0,0.293663
pr,1.0,0.293787
pr,1.0,0.293952
pr,1.0,0.294083
pr,1.0,0.294202
pr,1.0,0.294334
pr,1.0,0.294466
pr,1.0,0.294644
pr,1.0,0.294783
pr,1.0,0.294909
pr,1.0,0.295048
pr,1.0,0.295167
pr,1.0,0.295294
pr,1.0,0.29542
pr,1.0,0.295539
pr,1.0,0.295659
pr,1.0,0.295792
pr,1.0,0.295939
pr,1.0,0.296073
pr,1.0,0.296206
pr,1.0,0.296346
pr,1.0,0.296474
pr,1.0,0.296621
pr,1.0,0.296762
pr,1.0,0.296896
pr,1.0,0.297037
pr,1.0,0.297185
pr,1.0,0.297313
pr,1.0,0.297441
pr,1.0,0.297569
pr,1.0,0.297697
pr,1.0,0.297832
pr,1.0,0.297974
pr,1.0,0.298136
pr,1.0,0.298278
pr,1.0,0.2984
pr,1.0,0.29855
pr,1.0,0.298692
pr,1.0,0.298828
pr,1.0,0.298971
pr,1.0,0.299094
pr,1.0,0.299243
pr,1.0,0.299407
pr,1.0,0.29953
pr,1.0,0.299667
pr,1.0,0.299811
pr,1.0,0.299968
pr,1.0,0.300112
pr,1.0,0.300235
pr,1.0,0.30038
pr,1.0,0.300517
pr,1.0,0.300675
pr,1.0,0.300813
pr,1.0,0.300965
pr,1.0,0.301096
pr,1.0,0.301248
pr,1.0,0.301379
pr,1.0,0.301559
pr,1.0,0.301684
pr,1.0,0.301809
pr,1.0,0.301934
pr,1.0,0.302093
pr,1.0,0.302225
pr,1.0,0.302413
pr,1.0,0.302546
pr,1.0,0.30272
pr,1.0,0.302867
pr,1.0,0.303028
pr,1.0,0.303195
pr,1.0,0.303335
pr,1.0,0.30349
pr,1.0,0.303644
pr,1.0,0.303792
pr,1.0,0.303939
pr,1.0,0.304066
pr,1.0,0.304235
pr,1.0,0.304376
pr,1.0,0.304517
pr,1.0,0.304659
pr,1.0,0.304821
pr,1.0,0.304963
pr,1.0,0.305119
pr,1.0,0.305268
pr,1.0,0.30541
pr,1.0,0.305537
pr,1.0,0.305758
pr,1.0,0.305922
pr,1.0,0.306057
pr,1.0,0.306229
pr,1.0,0.306386
pr,1.0,0.306543
pr,1.0,0.306686
pr,1.0,0.306815
pr,1.0,0.306966
pr,1.0,0.307095
pr,1.0,0.307232
pr,1.0,0.307397
pr,1.0,0.307541
pr,1.0,0.307678
pr,1.0,0.307851
pr,1.0,0.307995
pr,1.0,0.308147
pr,1.0,0.308299
pr,1.0,0.30856
pr,1.0,0.308712
pr,1.0,0.308916
pr,1.0,0.309076
pr,1.0,0.309214
pr,1.0,0.309352
pr,1.0,0.309527
pr,1.0,0.309673
pr,1.0,0.309819
pr,1.0,0.30998
pr,1.0,0.310127
pr,1.0,0.31028
pr,1.0,0.310442
pr,1.0,0.310633
pr,1.0,0.310772
pr,1.0,0.310927
pr,1.0,0.311096
pr,1.0,0.311236
pr,1.0,0.311391
pr,1.0,0.311584
pr,1.0,0.311776
pr,1.0,0.311939
pr,1.0,0.312109
pr,1.0,0.312258
pr,1.0,0.312399
pr,1.0,0.31257
pr,1.0,0.312749
pr,1.0,0.312905
pr,1.0,0.313084
pr,1.0,0.313226
pr,1.0,0.31339
pr,1.0,0.313563
pr,1.0,0.313742
pr,1.0,0.3139
pr,1.0,0.31405
pr,1.0,0.314253
pr,1.0,0.314441
pr,1.0,0.314629
pr,1.0,0.314795
pr,1.0,0.315022
pr,1.0,0.315188
pr,1.0,0.31534
pr,1.0,0.315499
pr,1.0,0.315658
pr,1.0,0.315795
pr,1.0,0.315946
pr,1.0,0.316106
pr,1.0,0.316281
pr,1.0,0.316457
pr,1.0,0.316617
pr,1.0,0.31677
pr,1.0,0.316945
pr,1.0,0.317114
pr,1.0,0.317298
pr,1.0,0.317497
pr,1.0,0.317728
pr,1.0,0.317928
pr,1.0,0.318089
pr,1.0,0.318274
pr,1.0,0.318444
pr,1.0,0.318622
pr,1.0,0.318784
pr,1.0,0.319001
pr,1.0,0.319195
pr,1.0,0.319381
pr,1.0,0.319552
pr,1.0,0.319731
pr,1.0,0.319942
pr,1.0,0.320098
pr,1.0,0.320277
pr,1.0,0.320496
pr,1.0,0.320668
pr,1.0,0.320833
pr,1.0,0.320997
pr,1.0,0.321186
pr,1.0,0.321382
pr,1.0,0.321579
pr,1.0,0.32176
pr,1.0,0.321934
pr,1.0,0.322131
pr,1.0,0.322289
pr,1.0,0.322455
pr,1.0,0.322598
pr,1.0,0.32278
pr,1.0,0.322963
pr,1.0,0.323217
pr,1.0,0.323424
pr,1.0,0.323616
pr,1.0,0.323799
pr,1.0,0.323959
pr,1.0,0.324175
pr,1.0,0.324375
pr,1.0,0.324543
pr,1.0,0.324712
pr,1.0,0.324897
pr,1.0,0.325098
pr,1.0,0.325267
pr,1.0,0.325485
pr,1.0,0.325727
pr,1.0,0.325897
pr,1.0,0.326107
pr,1.0,0.326277
pr,1.0,0.326464
pr,1.0,0.32665
pr,1.0,0.326805
pr,1.0,0.327
pr,1.0,0.327196
pr,1.0,0.327383
pr,1.0,0.327555
pr,1.0,0.32771
pr,1.0,0.32789
pr,1.0,0.328046
pr,1.0,0.328259
pr,1.0,0.328431
pr,1.0,0.328645
pr,1.0,0.328834
pr,1.0,0.329007
pr,1.0,0.329222
pr,1.0,0.329412
pr,1.0,0.329569
pr,1.0,0.329726
pr,1.0,0.329917
pr,1.0,0.330091
pr,1.0,0.330282
pr,1.0,0.330465
pr,1.0,0.330656
pr,1.0,0.330856
pr,1.0,0.331039
pr,1.0,0.331248
pr,1.0,0.331449
pr,1.0,0.33165
pr,1.0,0.331834
pr,1.0,0.331985
pr,1.0,0.332178
pr,1.0,0.33243
pr,1.0,0.332649
pr,1.0,0.332843
pr,1.0,0.333063
pr,1.0,0.333283
pr,1.0,0.33346
pr,1.0,0.333672
pr,1.0,0.33385
pr,1.0,0.334054
pr,1.0,0.334267
pr,1.0,0.334471
pr,1.0,0.334667
pr,1.0,0.334855
pr,1.0,0.335077
pr,1.0,0.335248
pr,1.0,0.335445
pr,1.0,0.335616
pr,1.0,0.335857
pr,1.0,0.336029
pr,1.0,0.33633
pr,1.0,0.336537
pr,1.0,0.336744
pr,1.0,0.336951
pr,1.0,0.33715
pr,1.0,0.337349
pr,1.0,0.337584
pr,1.0,0.337775
pr,1.0,0.338027
pr,1.0,0.338262
pr,1.0,0.338462
pr,1.0,0.338654
pr,1.0,0.338899
pr,1.0,0.3391
pr,1.0,0.339319
pr,1.0,0.339504
pr,1.0,0.339714
pr,1.0,0.339925
pr,1.0,0.340172
pr,1.0,0.340357
pr,1.0,0.34056
pr,1.0,0.340799
pr,1.0,0.340993
pr,1.0,0.341188
pr,1.0,0.341375
pr,1.0,0.341543
pr,1.0,0.341748
pr,1.0,0.341926
pr,1.0,0.342104
pr,1.0,0.3423
pr,1.0,0.342488
pr,1.0,0.342684
pr,1.0,0.342926
pr,1.0,0.34315
pr,1.0,0.343356
pr,1.0,0.343572
pr,1.0,0.343815
pr,1.0,0.344004
pr,1.0,0.344238
pr,1.0,0.344473
pr,1.0,0.344708
pr,1.0,0.344898
pr,1.0,0.345134
pr,1.0,0.345306
pr,1.0,0.345488
pr,1.0,0.345688
pr,1.0,0.345888
pr,1.0,0.346098
pr,1.0,0.346326
pr,1.0,0.346582
pr,1.0,0.346774
pr,1.0,0.346994
pr,1.0,0.347178
pr,1.0,0.347398
pr,1.0,0.347601
pr,1.0,0.347794
pr,1.0,0.348033
pr,1.0,0.348227
pr,1.0,0.348449
pr,1.0,0.34868
pr,1.0,0.348931
pr,1.0,0.349135
pr,1.0,0.349367
pr,1.0,0.349581
pr,1.0,0.349786
pr,1.0,0.35
pr,1.0,0.350187
pr,1.0,0.350392
pr,1.0,0.350579
pr,1.0,0.350767
pr,1.0,0.350963
pr,1.0,0.351151
pr,1.0,0.351348
pr,1.0,0.351546
pr,1.0,0.351734
pr,1.0,0.351942
pr,1.0,0.352149
pr,1.0,0.352348
pr,1.0,0.352546
pr,1.0,0.352783
pr,1.0,0.353011
pr,1.0,0.353201
pr,1.0,0.353419
pr,1.0,0.353676
pr,1.0,0.353867
pr,1.0,0.354115
pr,1.0,0.354325
pr,1.0,0.354555
pr,1.0,0.354775
pr,1.0,0.355015
pr,1.0,0.355197
pr,1.0,0.355399
pr,1.0,0.355582
pr,1.0,0.355823
pr,1.0,0.356209
pr,1.0,0.356402
pr,1.0,0.356606
pr,1.0,0.356828
pr,1.0,0.357042
pr,1.0,0.357246
pr,1.0,0.357528
pr,1.0,0.357732
pr,1.0,0.357927
pr,1.0,0.358132
pr,1.0,0.358367
pr,1.0,0.358592
pr,1.0,0.358808
pr,1.0,0.358984
pr,1.0,0.35921
pr,1.0,0.359426
pr,1.0,0.359633
pr,1.0,0.35987
pr,1.0,0.360116
pr,1.0,0.360324
pr,1.0,0.360541
pr,1.0,0.36073
pr,1.0,0.360968
pr,1.0,0.361206
pr,1.0,0.361415
pr,1.0,0.361644
pr,1.0,0.361873
pr,1.0,0.362092
pr,1.0,0.362362
pr,1.0,0.362572
pr,1.0,0.362803
pr,1.0,0.362993
pr,1.0,0.363244
pr,1.0,0.363445
pr,1.0,0.363687
pr,1.0,0.363898
pr,1.0,0.36412
pr,1.0,0.364383
pr,1.0,0.364595
pr,1.0,0.364828
pr,1.0,0.365062
pr,1.0,0.365265
pr,1.0,0.365478
pr,1.0,0.365692
pr,1.0,0.365906
pr,1.0,0.36613
pr,1.0,0.366335
pr,1.0,0.36658
pr,1.0,0.366785
pr,1.0,0.367021
pr,1.0,0.367236
pr,1.0,0.367473
pr,1.0,0.367699
pr,1.0,0.367926
pr,1.0,0.368142
pr,1.0,0.368338
pr,1.0,0.368555
pr,1.0,0.368794
pr,1.0,0.369022
pr,1.0,0.369219
pr,1.0,0.369426
pr,1.0,0.369676
pr,1.0,0.369905
pr,1.0,0.370145
pr,1.0,0.370427
pr,1.0,0.370667
pr,1.0,0.370898
pr,1.0,0.371149
pr,1.0,0.371349
pr,1.0,0.371548
pr,1.0,0.371769
