curve,x,y
roc,0.378617,1.0
roc,0.379214,1.0
roc,0.379961,1.0
roc,0.380451,1.0
roc,0.380644,1.0
roc,0.381689,1.0
roc,0.381945,1.0
roc,0.382521,1.0
roc,0.382756,1.0
roc,0.383012,1.0
roc,0.383631,1.0
roc,0.384228,1.0
roc,0.384569,1.0
roc,0.385124,1.0
roc,0.386106,1.0
roc,0.386767,1.0
roc,0.387023,1.0
roc,0.387429,1.0
roc,0.38777,1.0
roc,0.388047,1.0
roc,0.388687,1.0
roc,0.389285,1.0
roc,0.390288,1.0
roc,0.390416,1.0
roc,0.39176,1.0
roc,0.392357,1.0
roc,0.39304,1.0
roc,0.393381,1.0
roc,0.393915,1.0
roc,0.394384,1.0
roc,0.394704,1.0
roc,0.395003,1.0
roc,0.395814,1.0
roc,0.396369,1.0
roc,0.396774,1.0
roc,0.397947,1.0
roc,0.398161,1.0
roc,0.398716,1.0
roc,0.399334,1.0
roc,0.39959,1.0
roc,0.40006,1.0
roc,0.40055,1.0
roc,0.401041,1.0
roc,0.402065,1.0
roc,0.402364,1.0
roc,0.402641,1.0
roc,0.40326,1.0
roc,0.403559,1.0
roc,0.404796,1.0
roc,0.405693,1.0
roc,0.406439,1.0
roc,0.40725,1.0
roc,0.407506,1.0
roc,0.40789,1.0
roc,0.40821,1.0
roc,0.408573,1.0
roc,0.408978,1.0
roc,0.409768,1.0
roc,0.409896,1.0
roc,0.410131,1.0
roc,0.410963,1.0
roc,0.411176,1.0
roc,0.411496,1.0
roc,0.411773,1.0
roc,0.413246,1.0
roc,0.413587,1.0
roc,0.413822,1.0
roc,0.414185,1.0
roc,0.414867,1.0
roc,0.415401,1.0
roc,0.415977,1.0
roc,0.416617,1.0
roc,0.416958,1.0
roc,0.417918,1.0
roc,0.418345,1.0
roc,0.418644,1.0
roc,0.419092,1.0
roc,0.419711,1.0
roc,0.419924,1.0
roc,0.420223,1.0
roc,0.420735,1.0
roc,0.42129,1.0
roc,0.422036,1.0
roc,0.422442,1.0
roc,0.422826,1.0
roc,0.423103,1.0
roc,0.423359,1.0
roc,0.423786,1.0
roc,0.424447,1.0
roc,0.425194,1.0
roc,0.42545,1.0
roc,0.425898,1.0
roc,0.426154,1.0
roc,0.427221,1.0
roc,0.427456,1.0
roc,0.427797,1.0
roc,0.42848,1.0
roc,0.428992,1.0
roc,0.42976,1.0
roc,0.430272,1.0
roc,0.430528,1.0
roc,0.430763,1.0
roc,0.431574,1.0
roc,0.432107,1.0
roc,0.432555,1.0
roc,0.433323,1.0
roc,0.433665,1.0
roc,0.433942,1.0
roc,0.434369,1.0
roc,0.434753,1.0
roc,0.435116,1.0
roc,0.435372,1.0
roc,0.435585,1.0
roc,0.436332,1.0
roc,0.436631,1.0
roc,0.437164,1.0
roc,0.437527,1.0
roc,0.437975,1.0
roc,0.438188,1.0
roc,0.438679,1.0
roc,0.438956,1.0
roc,0.439298,1.0
roc,0.439788,1.0
roc,0.440514,1.0
roc,0.440855,1.0
roc,0.44109,1.0
roc,0.441495,1.0
roc,0.441837,1.0
roc,0.442093,1.0
roc,0.442349,1.0
roc,0.443202,1.0
roc,0.443906,1.0
roc,0.444269,1.0
roc,0.444952,1.0
roc,0.445186,1.0
roc,0.445464,1.0
roc,0.445763,1.0
roc,0.446189,1.0
roc,0.446637,1.0
roc,0.447085,1.0
roc,0.447875,1.0
roc,0.448195,1.0
roc,0.448387,1.0
roc,0.448814,1.0
roc,0.449326,1.0
roc,0.449624,1.0
roc,0.450051,1.0
roc,0.450286,1.0
roc,0.45067,1.0
roc,0.450905,1.0
roc,0.451331,1.0
roc,0.451737,1.0
roc,0.45227,1.0
roc,0.452505,1.0
roc,0.45274,1.0
roc,0.45291,1.0
roc,0.453508,1.0
roc,0.453785,1.0
roc,0.454212,1.0
roc,0.454553,1.0
roc,0.455513,1.0
roc,0.455769,1.0
roc,0.456388,1.0
roc,0.456559,1.0
roc,0.457348,1.0
roc,0.457796,1.0
roc,0.458052,1.0
roc,0.458458,1.0
roc,0.458628,1.0
roc,0.459162,1.0
roc,0.460698,1.0
roc,0.461168,1.0
roc,0.461914,1.0
roc,0.462426,1.0
roc,0.463259,1.0
roc,0.4636,1.0
roc,0.464048,1.0
roc,0.46424,1.0
roc,0.464645,1.0
roc,0.465179,1.0
roc,0.465563,1.0
roc,0.465819,1.0
roc,0.465947,1.0
roc,0.466587,1.0
roc,0.467099,1.0
roc,0.467398,1.0
roc,0.467697,1.0
roc,0.46791,1.0
roc,0.468187,1.0
roc,0.468657,1.0
roc,0.468977,1.0
roc,0.46919,1.0
roc,0.46998,1.0
roc,0.470342,1.0
roc,0.47079,1.0
roc,0.471494,1.0
roc,0.471686,1.0
roc,0.472049,1.0
roc,0.472476,1.0
roc,0.473009,1.0
roc,0.473777,1.0
roc,0.474439,1.0
roc,0.474844,1.0
roc,0.475271,1.0
roc,0.475548,1.0
roc,0.475783,1.0
roc,0.476103,1.0
roc,0.476338,1.0
roc,0.476679,1.0
roc,0.476893,1.0
roc,0.477213,1.0
roc,0.477426,1.0
roc,0.477938,1.0
roc,0.478151,1.0
roc,0.478557,1.0
roc,0.478984,1.0
roc,0.479368,1.0
roc,0.479794,1.0
roc,0.480008,1.0
roc,0.480242,1.0
roc,0.480541,1.0
roc,0.481117,1.0
roc,0.481565,1.0
roc,0.481928,1.0
roc,0.48212,1.0
roc,0.482504,1.0
roc,0.482696,1.0
roc,0.483037,1.0
roc,0.483272,1.0
roc,0.483528,1.0
roc,0.483934,1.0
roc,0.484275,1.0
roc,0.484552,1.0
roc,0.485086,1.0
roc,0.485427,1.0
roc,0.485833,1.0
roc,0.486046,1.0
roc,0.486387,1.0
roc,0.486835,1.0
roc,0.487347,1.0
roc,0.487667,1.0
roc,0.487988,1.0
roc,0.488222,1.0
roc,0.488393,1.0
roc,0.488905,1.0
roc,0.489268,1.0
roc,0.489609,1.0
roc,0.490079,1.0
roc,0.490228,1.0
roc,0.490505,1.0
roc,0.491231,1.0
roc,0.491401,1.0
roc,0.4917,1.0
roc,0.492169,1.0
roc,0.49249,1.0
roc,0.492874,1.0
roc,0.49313,1.0
roc,0.493642,1.0
roc,0.494026,1.0
roc,0.494282,1.0
roc,0.494687,1.0
roc,0.495007,1.0
roc,0.495349,1.0
roc,0.495626,1.0
roc,0.495925,1.0
roc,0.496202,1.0
roc,0.496394,1.0
roc,0.496586,1.0
roc,0.49712,1.0
roc,0.497397,1.0
roc,0.497674,1.0
roc,0.498272,1.0
roc,0.498506,1.0
roc,0.498848,1.0
roc,0.499168,1.0
roc,0.499616,1.0
roc,0.499893,1.0
roc,0.500064,1.0
roc,0.500277,1.0
roc,0.500981,1.0
roc,0.50128,1.0
roc,0.501515,1.0
roc,0.50175,1.0
roc,0.501942,1.0
roc,0.502326,1.0
roc,0.502795,1.0
roc,0.503158,1.0
roc,0.503563,1.0
roc,0.503862,1.0
roc,0.504459,1.0
roc,0.504865,1.0
roc,0.50527,1.0
roc,0.505483,1.0
roc,0.505825,1.0
roc,0.506166,1.0
roc,0.506593,1.0
roc,0.50702,1.0
roc,0.507276,1.0
roc,0.50751,1.0
roc,0.507788,1.0
roc,0.508257,1.0
roc,0.508599,1.0
roc,0.509217,1.0
roc,0.509495,1.0
roc,0.509665,1.0
roc,0.509985,1.0
roc,0.510263,1.0
roc,0.510455,1.0
roc,0.510775,1.0
roc,0.511095,1.0
roc,0.511479,1.0
roc,0.511714,1.0
roc,0.512098,1.0
roc,0.51261,1.0
roc,0.512823,1.0
roc,0.513293,1.0
roc,0.513613,1.0
roc,0.51421,1.0
roc,0.514573,1.0
roc,0.514893,1.0
roc,0.515405,1.0
roc,0.51564,1.0
roc,0.516002,1.0
roc,0.516322,1.0
roc,0.516813,1.0
roc,0.517027,1.0
roc,0.517517,1.0
roc,0.517667,1.0
roc,0.518136,1.0
roc,0.518349,1.0
roc,0.518925,1.0
roc,0.519438,1.0
roc,0.5198,1.0
roc,0.520248,1.0
roc,0.520696,1.0
roc,0.52091,1.0
roc,0.521209,1.0
roc,0.521465,1.0
roc,0.521913,1.0
roc,0.522147,1.0
roc,0.522574,1.0
roc,0.522979,1.0
roc,0.523214,1.0
roc,0.523641,1.0
roc,0.523982,1.0
roc,0.524174,1.0
roc,0.52475,1.0
roc,0.524964,1.0
roc,0.525241,1.0
roc,0.525433,1.0
roc,0.526009,1.0
roc,0.526308,1.0
roc,0.526671,1.0
roc,0.527268,1.0
roc,0.527524,1.0
roc,0.52778,1.0
roc,0.5281,1.0
roc,0.528292,1.0
roc,0.528591,1.0
roc,0.529039,1.0
roc,0.529402,1.0
roc,0.529679,1.0
roc,0.53017,1.0
roc,0.530341,1.0
roc,0.530682,1.0
roc,0.53113,1.0
roc,0.531685,1.0
roc,0.532069,1.0
roc,0.532432,1.0
roc,0.53273,1.0
roc,0.533008,1.0
roc,0.533306,1.0
roc,0.533626,1.0
roc,0.533968,1.0
roc,0.534138,1.0
roc,0.534501,1.0
roc,0.534907,1.0
roc,0.535248,1.0
roc,0.535504,1.0
roc,0.535781,1.0
roc,0.536379,1.0
roc,0.536699,1.0
roc,0.537126,1.0
roc,0.53751,1.0
roc,0.537936,1.0
roc,0.538363,1.0
roc,0.538747,1.0
roc,0.539195,1.0
roc,0.539707,1.0
roc,0.540049,1.0
roc,0.540795,1.0
roc,0.541179,1.0
roc,0.541777,1.0
roc,0.54199,1.0
roc,0.54214,1.0
roc,0.542332,1.0
roc,0.542588,1.0
roc,0.542737,1.0
roc,0.542993,1.0
roc,0.543484,1.0
roc,0.543761,1.0
roc,0.543953,1.0
roc,0.544337,1.0
roc,0.5447,1.0
roc,0.544892,1.0
roc,0.545105,1.0
roc,0.545468,1.0
roc,0.545724,1.0
roc,0.546023,1.0
roc,0.54645,1.0
roc,0.546727,1.0
roc,0.547388,1.0
roc,0.547772,1.0
roc,0.548327,1.0
roc,0.548519,1.0
roc,0.548733,1.0
roc,0.549202,1.0
roc,0.54965,1.0
roc,0.549927,1.0
roc,0.550226,1.0
roc,0.550418,1.0
roc,0.55076,1.0
roc,0.55093,1.0
roc,0.551357,1.0
roc,0.551634,1.0
roc,0.551826,1.0
roc,0.552274,1.0
roc,0.552445,1.0
roc,0.552701,1.0
roc,0.552979,1.0
roc,0.553192,1.0
roc,0.553427,1.0
roc,0.553704,1.0
roc,0.554216,1.0
roc,0.554387,1.0
roc,0.554621,1.0
roc,0.555048,1.0
roc,0.55524,1.0
roc,0.555475,1.0
roc,0.55588,1.0
roc,0.556158,1.0
roc,0.556499,1.0
roc,0.556712,1.0
roc,0.556947,1.0
roc,0.557374,1.0
roc,0.557651,1.0
roc,0.558057,1.0
roc,0.558206,1.0
roc,0.558377,1.0
roc,0.558739,1.0
roc,0.559081,1.0
roc,0.55923,1.0
roc,0.5597,1.0
roc,0.559956,1.0
roc,0.560297,1.0
roc,0.560596,1.0
roc,0.561001,1.0
roc,0.561129,1.0
roc,0.561577,1.0
roc,0.561897,1.0
roc,0.562111,1.0
roc,0.562687,1.0
roc,0.562921,1.0
roc,0.563305,1.0
roc,0.563647,1.0
roc,0.564287,1.0
roc,0.564692,1.0
roc,0.565055,1.0
roc,0.565375,1.0
roc,0.565588,1.0
roc,0.565844,1.0
roc,0.566463,1.0
roc,0.566677,1.0
roc,0.567189,1.0
roc,0.567551,1.0
roc,0.567786,1.0
roc,0.568213,1.0
roc,0.568512,1.0
roc,0.568938,1.0
roc,0.569152,1.0
roc,0.569386,1.0
roc,0.570133,1.0
roc,0.570539,1.0
roc,0.570816,1.0
roc,0.571072,1.0
roc,0.571285,1.0
roc,0.571669,1.0
roc,0.572032,1.0
roc,0.572181,1.0
roc,0.572566,1.0
roc,0.5728,1.0
roc,0.573163,1.0
roc,0.573483,1.0
roc,0.573675,1.0
roc,0.57423,1.0
roc,0.574507,1.0
roc,0.574891,1.0
roc,0.575489,1.0
roc,0.576278,1.0
roc,0.576726,1.0
roc,0.577068,1.0
roc,0.57775,1.0
roc,0.57807,1.0
roc,0.578241,1.0
roc,0.578454,1.0
roc,0.578902,1.0
roc,0.57918,1.0
roc,0.5795,1.0
roc,0.58014,1.0
roc,0.580439,1.0
roc,0.580716,1.0
roc,0.581079,1.0
roc,0.581399,1.0
roc,0.581762,1.0
roc,0.582231,1.0
roc,0.582359,1.0
roc,0.582828,1.0
roc,0.582999,1.0
roc,0.583468,1.0
roc,0.583789,1.0
roc,0.584002,1.0
roc,0.584343,1.0
roc,0.584877,1.0
roc,0.585303,1.0
roc,0.585559,1.0
roc,0.585965,1.0
roc,0.586221,1.0
roc,0.586541,1.0
roc,0.586968,1.0
roc,0.587181,1.0
roc,0.587458,1.0
roc,0.587757,1.0
roc,0.588056,1.0
roc,0.588269,1.0
roc,0.589101,1.0
roc,0.589485,1.0
roc,0.589848,1.0
roc,0.589997,1.0
roc,0.590424,1.0
roc,0.590936,1.0
roc,0.59115,1.0
roc,0.591384,1.0
roc,0.591576,1.0
roc,0.591939,1.0
roc,0.592302,1.0
roc,0.592536,1.0
roc,0.592835,1.0
roc,0.593347,1.0
roc,0.593625,1.0
roc,0.594179,1.0
roc,0.594393,1.0
roc,0.594563,1.0
roc,0.594798,1.0
roc,0.595054,1.0
roc,0.595246,1.0
roc,0.595758,1.0
roc,0.59595,1.0
roc,0.596142,1.0
roc,0.596484,1.0
roc,0.596846,1.0
roc,0.597145,1.0
roc,0.597359,1.0
roc,0.597572,1.0
roc,0.597871,1.0
roc,0.598063,1.0
roc,0.598425,1.0
roc,0.59866,1.0
roc,0.599023,1.0
roc,0.5993,1.0
roc,0.59962,1.0
roc,0.599962,1.0
roc,0.600239,1.0
roc,0.60058,1.0
roc,0.600964,1.0
roc,0.601327,1.0
roc,0.601519,1.0
roc,0.601711,1.0
roc,0.601882,1.0
roc,0.602074,1.0
roc,0.602522,1.0
roc,0.602799,1.0
roc,0.603205,1.0
roc,0.603461,1.0
roc,0.603759,1.0
roc,0.604144,1.0
roc,0.604613,1.0
roc,0.604912,1.0
roc,0.605125,1.0
roc,0.605509,1.0
roc,0.605701,1.0
roc,0.606192,1.0
roc,0.606469,1.0
roc,0.606981,1.0
roc,0.607749,1.0
roc,0.60792,1.0
roc,0.608155,1.0
roc,0.608454,1.0
roc,0.609008,1.0
roc,0.609307,1.0
roc,0.60952,1.0
roc,0.609819,1.0
roc,0.610096,1.0
roc,0.610352,1.0
roc,0.610523,1.0
roc,0.610715,1.0
roc,0.611099,1.0
roc,0.611419,1.0
roc,0.611675,1.0
roc,0.611889,1.0
roc,0.612337,1.0
roc,0.612764,1.0
roc,0.612977,1.0
roc,0.613233,1.0
roc,0.61351,1.0
roc,0.613788,1.0
roc,0.6143,1.0
roc,0.614812,1.0
roc,0.615047,1.0
roc,0.615217,1.0
roc,0.615516,1.0
roc,0.6159,1.0
roc,0.616156,1.0
roc,0.61654,1.0
roc,0.616711,1.0
roc,0.617202,1.0
roc,0.617735,1.0
roc,0.618204,1.0
roc,0.619015,1.0
roc,0.619378,1.0
roc,0.619634,1.0
roc,0.619997,1.0
roc,0.620509,1.0
roc,0.621149,1.0
roc,0.621746,1.0
roc,0.622109,1.0
roc,0.622493,1.0
roc,0.622984,1.0
roc,0.623432,1.0
roc,0.624008,1.0
roc,0.624755,1.0
roc,0.625053,1.0
roc,0.625352,1.0
roc,0.625779,1.0
roc,0.626376,1.0
roc,0.626739,1.0
roc,0.626974,1.0
roc,0.62787,1.0
roc,0.62804,1.0
roc,0.628489,1.0
roc,0.628809,1.0
roc,0.629171,1.0
roc,0.629491,1.0
roc,0.630046,1.0
roc,0.630409,1.0
roc,0.630985,1.0
roc,0.631326,1.0
roc,0.63154,1.0
roc,0.632585,1.0
roc,0.632777,1.0
roc,0.633844,1.0
roc,0.634143,1.0
roc,0.634399,1.0
roc,0.634655,1.0
roc,0.634996,1.0
roc,0.635423,1.0
roc,0.636639,1.0
roc,0.637599,1.0
roc,0.638239,1.0
roc,0.638517,1.0
roc,0.639157,1.0
roc,0.639861,1.0
roc,0.640288,1.0
roc,0.640672,1.0
roc,0.640928,1.0
roc,0.64112,1.0
roc,0.641696,1.0
roc,0.642421,1.0
roc,0.642635,1.0
roc,0.643211,1.0
roc,0.643957,1.0
roc,0.644278,1.0
roc,0.644598,1.0
roc,0.64511,1.0
roc,0.64543,1.0
roc,0.6456,1.0
roc,0.645771,1.0
roc,0.646411,1.0
roc,0.646945,1.0
roc,0.647777,1.0
roc,0.649249,1.0
roc,0.649697,1.0
roc,0.650038,1.0
roc,0.650486,1.0
roc,0.651127,1.0
roc,0.651383,1.0
roc,0.651745,1.0
roc,0.651916,1.0
roc,0.652535,1.0
roc,0.65294,1.0
roc,0.653623,1.0
roc,0.654348,1.0
roc,0.654604,1.0
roc,0.654924,1.0
roc,0.655863,1.0
roc,0.656055,1.0
roc,0.656333,1.0
roc,0.657143,1.0
roc,0.657357,1.0
roc,0.657762,1.0
roc,0.658125,1.0
roc,0.658509,1.0
roc,0.659362,1.0
roc,0.659747,1.0
roc,0.65996,1.0
roc,0.660173,1.0
roc,0.660515,1.0
roc,0.660984,1.0
roc,0.661496,1.0
roc,0.66235,1.0
roc,0.663054,1.0
roc,0.663395,1.0
roc,0.66395,1.0
roc,0.664505,1.0
roc,0.665337,1.0
roc,0.66587,1.0
roc,0.66619,1.0
roc,0.666724,1.0
roc,0.666958,1.0
roc,0.66843,1.0
roc,0.66954,1.0
roc,0.670308,1.0
roc,0.670564,1.0
roc,0.670863,1.0
roc,0.671396,1.0
roc,0.671951,1.0
roc,0.672804,1.0
roc,0.673125,1.0
roc,0.673359,1.0
roc,0.673935,1.0
roc,0.674383,1.0
roc,0.674895,1.0
roc,0.676048,1.0
roc,0.67641,1.0
roc,0.676794,1.0
roc,0.677349,1.0
roc,0.67752,1.0
roc,0.677861,1.0
roc,0.678224,1.0
roc,0.678864,1.0
roc,0.679824,1.0
roc,0.680678,1.0
roc,0.681467,1.0
roc,0.68215,1.0
roc,0.682385,1.0
roc,0.682641,1.0
roc,0.682833,1.0
roc,0.683238,1.0
roc,0.684027,1.0
roc,0.684262,1.0
roc,0.684668,1.0
roc,0.68503,1.0
roc,0.687015,1.0
roc,0.687228,1.0
roc,0.687868,1.0
roc,0.688273,1.0
roc,0.689362,1.0
roc,0.689596,1.0
roc,0.689724,1.0
roc,0.691005,1.0
roc,0.691965,1.0
roc,0.692263,1.0
roc,0.692647,1.0
roc,0.693501,1.0
roc,0.694034,1.0
roc,0.694504,1.0
roc,0.695613,1.0
roc,0.696573,1.0
roc,0.697512,1.0
roc,0.698046,1.0
roc,0.698771,1.0
roc,0.69907,1.0
roc,0.699539,1.0
roc,0.700265,1.0
roc,0.700585,1.0
roc,0.701182,1.0
roc,0.701737,1.0
roc,0.702334,1.0
roc,0.702974,1.0
roc,0.70355,1.0
roc,0.704404,1.0
roc,0.704895,1.0
roc,0.705961,1.0
roc,0.706303,1.0
roc,0.706495,1.0
roc,0.706751,1.0
roc,0.708458,1.0
roc,0.708821,1.0
roc,0.709567,1.0
roc,0.710165,1.0
roc,0.711936,1.0
roc,0.712853,1.0
roc,0.713515,1.0
roc,0.714688,1.0
roc,0.71552,1.0
roc,0.715691,1.0
roc,0.716096,1.0
roc,0.716416,1.0
roc,0.717227,1.0
roc,0.71791,1.0
roc,0.718081,1.0
roc,0.718657,1.0
roc,0.719425,1.0
roc,0.719916,1.0
roc,0.720577,1.0
roc,0.721025,1.0
roc,0.721793,1.0
roc,0.722689,1.0
roc,0.723116,1.0
roc,0.723969,1.0
roc,0.724097,1.0
roc,0.724631,1.0
roc,0.72525,1.0
roc,0.725868,1.0
roc,0.72653,1.0
roc,0.727298,1.0
roc,0.72988,1.0
roc,0.730882,1.0
roc,0.73148,1.0
roc,0.732504,1.0
roc,0.733037,1.0
roc,0.733443,1.0
roc,0.734275,1.0
roc,0.734723,1.0
roc,0.736003,1.0
roc,0.736451,1.0
roc,0.737326,1.0
roc,0.738606,1.0
roc,0.738969,1.0
roc,0.740591,1.0
roc,0.741679,1.0
roc,0.742041,1.0
roc,0.743087,1.0
roc,0.743919,1.0
roc,0.744602,1.0
roc,0.745391,1.0
roc,0.745903,1.0
roc,0.746736,1.0
roc,0.746992,1.0
roc,0.747568,1.0
roc,0.748101,1.0
roc,0.748826,1.0
roc,0.749851,1.0
roc,0.750597,1.0
roc,0.751408,1.0
roc,0.752411,1.0
roc,0.753307,1.0
roc,0.754993,1.0
roc,0.757169,1.0
roc,0.758172,1.0
roc,0.759196,1.0
roc,0.760562,1.0
roc,0.761095,1.0
roc,0.761714,1.0
roc,0.762994,1.0
roc,0.764274,1.0
roc,0.768093,1.0
roc,0.76948,1.0
roc,0.770547,1.0
roc,0.77347,1.0
roc,0.774196,1.0
roc,0.77507,1.0
roc,0.776415,1.0
roc,0.776884,1.0
roc,0.77714,1.0
roc,0.778954,1.0
roc,0.780639,1.0
roc,0.781429,1.0
roc,0.782922,1.0
roc,0.783946,1.0
roc,0.785184,1.0
roc,0.786741,1.0
roc,0.787147,1.0
roc,0.787915,1.0
roc,0.788406,1.0
roc,0.788811,1.0
roc,0.789857,1.0
roc,0.79039,1.0
roc,0.791137,1.0
roc,0.791286,1.0
roc,0.793633,1.0
roc,0.795105,1.0
roc,0.795767,1.0
roc,0.796876,1.0
roc,0.797324,1.0
roc,0.797943,1.0
roc,0.798221,1.0
roc,0.798839,1.0
roc,0.799778,1.0
roc,0.801037,1.0
roc,0.802701,1.0
roc,0.804237,1.0
roc,0.80492,1.0
roc,0.805603,1.0
roc,0.80603,1.0
roc,0.806798,1.0
roc,0.807502,1.0
roc,0.807865,1.0
roc,0.809529,1.0
roc,0.809934,1.0
roc,0.810425,1.0
roc,0.810873,1.0
roc,0.812217,1.0
roc,0.812537,1.0
roc,0.814906,1.0
roc,0.815844,1.0
roc,0.817295,1.0
roc,0.818768,1.0
roc,0.820133,1.0
roc,0.820709,1.0
roc,0.821328,1.0
roc,0.821755,1.0
roc,0.823291,1.0
roc,0.823782,1.0
roc,0.824507,1.0
roc,0.825062,1.0
roc,0.825297,1.0
roc,0.827196,1.0
roc,0.827622,1.0
roc,0.828604,1.0
roc,0.829094,1.0
roc,0.829713,1.0
roc,0.831463,1.0
roc,0.832807,1.0
roc,0.833511,1.0
roc,0.83445,1.0
roc,0.835047,1.0
roc,0.835218,1.0
roc,0.83541,1.0
roc,0.836562,1.0
roc,0.837373,1.0
roc,0.838355,1.0
roc,0.839165,1.0
roc,0.84004,1.0
roc,0.84132,1.0
roc,0.84196,1.0
roc,0.842472,1.0
roc,0.843262,1.0
roc,0.843753,1.0
roc,0.844094,1.0
roc,0.847721,1.0
roc,0.84898,1.0
roc,0.849236,1.0
roc,0.851455,1.0
roc,0.852799,1.0
roc,0.854037,1.0
roc,0.854357,1.0
roc,0.856683,1.0
roc,0.857899,1.0
roc,0.858262,1.0
roc,0.858774,1.0
roc,0.860011,1.0
roc,0.861718,1.0
roc,0.86334,1.0
roc,0.864492,1.0
roc,0.865687,1.0
roc,0.866903,1.0
roc,0.868652,1.0
roc,0.869207,1.0
roc,0.870509,1.0
roc,0.871021,1.0
roc,0.871319,1.0
roc,0.871618,1.0
roc,0.872621,1.0
roc,0.873858,1.0
roc,0.875779,1.0
roc,0.877123,1.0
roc,0.880451,1.0
roc,0.882542,1.0
roc,0.883695,1.0
roc,0.883887,1.0
roc,0.884377,1.0
roc,0.886362,1.0
roc,0.886682,1.0
roc,0.887215,1.0
roc,0.890117,1.0
roc,0.891568,1.0
roc,0.892059,1.0
roc,0.892464,1.0
roc,0.893637,1.0
roc,0.896283,1.0
roc,0.897457,1.0
roc,0.897798,1.0
roc,0.898246,1.0
roc,0.898929,1.0
roc,0.899142,1.0
roc,0.900785,1.0
roc,0.901703,1.0
roc,0.90405,1.0
roc,0.904818,1.0
roc,0.906717,1.0
roc,0.907464,1.0
roc,0.907634,1.0
roc,0.908573,1.0
roc,0.909939,1.0
roc,0.910301,1.0
roc,0.911304,1.0
roc,0.912371,1.0
roc,0.913907,1.0
roc,0.915379,1.0
roc,0.916788,1.0
roc,0.917726,1.0
roc,0.918025,1.0
roc,0.919049,1.0
roc,0.919796,1.0
roc,0.920948,1.0
roc,0.921844,1.0
roc,0.922548,1.0
roc,0.924597,1.0
roc,0.925344,1.0
roc,0.926197,1.0
roc,0.92688,1.0
roc,0.928715,1.0
roc,0.929333,1.0
roc,0.929675,1.0
roc,0.930294,1.0
roc,0.931296,1.0
roc,0.93151,1.0
roc,0.933345,1.0
roc,0.93375,1.0
roc,0.93422,1.0
roc,0.937697,1.0
roc,0.938231,1.0
roc,0.938423,1.0
roc,0.93949,1.0
roc,0.940898,1.0
roc,0.941367,1.0
roc,0.941666,1.0
roc,0.942242,1.0
roc,0.944696,1.0
roc,0.945058,1.0
roc,0.945421,1.0
roc,0.946189,1.0
roc,0.946445,1.0
roc,0.947,1.0
roc,0.947171,1.0
roc,0.947341,1.0
roc,0.947598,1.0
roc,0.948643,1.0
roc,0.94907,1.0
roc,0.949347,1.0
roc,0.949731,1.0
roc,0.950393,1.0
roc,0.951737,1.0
roc,0.952036,1.0
roc,0.95274,1.0
roc,0.953742,1.0
roc,0.954148,1.0
roc,0.954468,1.0
roc,0.955257,1.0
roc,0.955855,1.0
roc,0.956388,1.0
roc,0.956666,1.0
roc,0.958372,1.0
roc,0.958714,1.0
roc,0.959482,1.0
roc,0.960143,1.0
roc,0.961445,1.0
roc,0.962064,1.0
roc,0.964155,1.0
roc,0.964517,1.0
roc,0.965093,1.0
roc,0.966352,1.0
roc,0.966672,1.0
roc,0.967782,1.0
roc,0.968209,1.0
roc,0.968955,1.0
roc,0.970342,1.0
roc,0.970982,1.0
roc,0.971857,1.0
roc,0.972327,1.0
roc,0.97478,1.0
roc,0.975292,1.0
roc,0.976957,1.0
roc,0.977938,1.0
roc,0.978578,1.0
roc,0.979026,1.0
roc,0.979709,1.0
roc,0.980669,1.0
roc,0.981181,1.0
roc,0.981587,1.0
roc,0.982419,1.0
roc,0.983507,1.0
roc,0.983976,1.0
roc,0.98419,1.0
roc,0.985811,1.0
roc,0.986345,1.0
roc,0.987838,1.0
roc,0.987966,1.0
roc,0.988137,1.0
roc,0.9885,1.0
roc,0.988798,1.0
roc,0.990057,1.0
roc,0.99042,1.0
roc,0.991401,1.0
roc,0.992383,1.0
roc,0.992831,1.0
roc,0.993087,1.0
roc,0.993684,1.0
roc,0.994196,1.0
roc,0.994965,1.0
roc,0.995711,1.0
roc,0.996394,1.0
roc,0.996672,1.0
roc,0.997056,1.0
roc,0.998272,1.0
roc,0.999317,1.0
pr,1.0,0.218867
pr,1.0,0.218936
pr,1.0,0.219005
pr,1.0,0.219071
pr,1.0,0.219148
pr,1.0,0.219225
pr,1.0,0.219305
pr,1.0,0.219371
pr,1.0,0.219448
pr,1.0,0.219522
pr,1.0,0.219591
pr,1.0,0.219665
pr,1.0,0.219731
pr,1.0,0.219804
pr,1.0,0.219885
pr,1.0,0.219963
pr,1.0,0.220029
pr,1.0,0.220118
pr,1.0,0.220188
pr,1.0,0.220254
pr,1.0,0.220324
pr,1.0,0.220395
pr,1.0,0.220465
pr,1.0,0.220543
pr,1.0,0.220613
pr,1.0,0.22068
pr,1.0,0.220747
pr,1.0,0.220821
pr,1.0,0.220899
pr,1.0,0.220984
pr,1.0,0.221051
pr,1.0,0.221118
pr,1.0,0.221185
pr,1.0,0.22126
pr,1.0,0.221335
pr,1.0,0.221402
pr,1.0,0.221473
pr,1.0,0.22154
pr,1.0,0.221611
pr,1.0,0.22169
pr,1.0,0.221761
pr,1.0,0.221828
pr,1.0,0.221899
pr,1.0,0.221971
pr,1.0,0.222038
pr,1.0,0.222117
pr,1.0,0.222196
pr,1.0,0.222275
pr,1.0,0.222343
pr,1.0,0.222422
